ID,Condition,Role,alpha_signed,neurons,dg_forward,dg_backward,dglt_forward,dglt_backward,dg_forward_error,dg_backward_error,dglt_forward_error,dglt_backward_error,total_error
19ada4f0cc34597c,0.6Alpha_AllSigNeurons,accountant,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
475796b2015340ad,0.6Alpha_AllSigNeurons,airport ground staff,0.6α,AllSig,1,0,1,0,0.0,1.0,0.0,1.0,2.0
ddd7278c88b2ae74,0.6Alpha_AllSigNeurons,architect,0.6α,AllSig,1,0,1,0,0.0,1.0,0.0,1.0,2.0
5c3ed3c2976d643a,0.6Alpha_AllSigNeurons,bank clerk,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
8b63b3987b5c1b34,0.6Alpha_AllSigNeurons,builder,0.6α,AllSig,1,0,1,0,0.0,1.0,0.0,1.0,2.0
399db244224ad774,0.6Alpha_AllSigNeurons,civil servant,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
b997855405d06ece,0.6Alpha_AllSigNeurons,cleaner,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
42b4e850b95810a9,0.6Alpha_AllSigNeurons,doctor,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
9b735ed5e180d261,0.6Alpha_AllSigNeurons,emergency dispatcher,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
05c996e40516008a,0.6Alpha_AllSigNeurons,engineer,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
335667d82e735b5f,0.6Alpha_AllSigNeurons,farmer,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
2ff74865b3f450d2,0.6Alpha_AllSigNeurons,firefighter,0.6α,AllSig,1,1,1,0,0.0,0.0,0.0,1.0,1.0
a93952b43ce46e04,0.6Alpha_AllSigNeurons,insurance agent,0.6α,AllSig,1,1,1,0,0.0,0.0,0.0,1.0,1.0
ebeef2a7f5ab24d2,0.6Alpha_AllSigNeurons,librarian,0.6α,AllSig,1,0,0,0,0.0,1.0,1.0,1.0,3.0
f5fbf51ce59afd29,0.6Alpha_AllSigNeurons,miner,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
e24f529222c8b8d8,0.6Alpha_AllSigNeurons,nurse,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
328f4aaa16d167dc,0.6Alpha_AllSigNeurons,police officer,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
28b5456f71d78296,0.6Alpha_AllSigNeurons,prison officer,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
17d7513503f1fdc9,0.6Alpha_AllSigNeurons,salesperson,0.6α,AllSig,1,0,0,0,0.0,1.0,1.0,1.0,3.0
a87621f3192a8d39,0.6Alpha_AllSigNeurons,scientist,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
f7b9290883c8c406,0.6Alpha_AllSigNeurons,security guard,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
96cb95c46c571493,0.6Alpha_AllSigNeurons,soldier,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
d8f646f101f9d23f,0.6Alpha_AllSigNeurons,teacher,0.6α,AllSig,1,0,1,0,0.0,1.0,0.0,1.0,2.0
f1b9349ea5c11e45,0.6Alpha_AllSigNeurons,truck driver,0.6α,AllSig,0,0,0,0,1.0,1.0,1.0,1.0,4.0
c490a8dfed3d06e7,0.6Alpha_AllSigNeurons,welder,0.6α,AllSig,1,0,1,0,0.0,1.0,0.0,1.0,2.0
b122d6cfce96ca30,Original,accountant,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
0bce4efa07bb3d6d,Original,airport ground staff,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
ff0835b4dbb08b2b,Original,architect,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
18e02765742df2b6,Original,bank clerk,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4541e597a75d5be2,Original,builder,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
0689d6220cba35ae,Original,civil servant,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
ef39cccf154cf594,Original,cleaner,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
0cf495bb246f4da9,Original,doctor,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
28f9eab79419bec8,Original,emergency dispatcher,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
879a5817d65ae73f,Original,engineer,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
c209640e2c50ae2c,Original,farmer,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
c6f73bbad0ed2fa7,Original,firefighter,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
6fb8227dc3aeab42,Original,insurance agent,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
359ceaef7e9bdf9c,Original,librarian,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
1e010e5ff1803d4d,Original,miner,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4f15f27d2c081d06,Original,nurse,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
989b83536c021730,Original,police officer,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
ee55122eab899c35,Original,prison officer,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
12c2c10c54973dd4,Original,salesperson,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
4bfcb26058d4361f,Original,scientist,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
b4ebe510f9dd9f51,Original,security guard,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
c3dcffa1b8f4a99e,Original,soldier,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
e5c70509118ce67e,Original,teacher,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
020e5bdefc35a891,Original,truck driver,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
485823b171795194,Original,welder,0.0α,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0
