"ID","annotation_id","annotator","created_at","id","lead_time","orig_ID","sent_label","sentence","sentence_id","span_labels","updated_at"
"c9bdbb0778bf3f79_7",276,"1","2026-03-03T20:35:30.534413Z",276,10.881,"c9bdbb0778bf3f79","EP","I continued to the checkout, where a line of people waited.",7,"[{""start"":29,""end"":59,""text"":""where a line of people waited."",""labels"":[""EP""]}]","2026-03-03T20:35:30.534444Z"
"c9bdbb0778bf3f79_8",277,"1","2026-03-03T20:35:45.086574Z",277,14.359,"c9bdbb0778bf3f79","EP","I placed my items on the conveyor belt and waited patiently, scanning the barcode as the cashier processed my purchase.",8,"[{""start"":61,""end"":81,""text"":""scanning the barcode"",""labels"":[""EP""]},{""start"":82,""end"":118,""text"":""as the cashier processed my purchase"",""labels"":[""EP""]}]","2026-03-03T20:35:45.086594Z"
"c9bdbb0778bf3f79_9",278,"1","2026-03-03T20:35:57.047312Z",278,11.769,"c9bdbb0778bf3f79","EP","I grabbed my bag and headed out, the warm afternoon sun shining through the store windows.",9,"[{""start"":33,""end"":90,""text"":""the warm afternoon sun shining through the store windows."",""labels"":[""EP""]}]","2026-03-03T20:35:57.047325Z"
"14bdbf8dd374813c_1",279,"1","2026-03-03T20:36:08.648145Z",279,11.429,"14bdbf8dd374813c","NONEP","I was in a quiet supermarket on a weekday afternoon, the hum of fluorescent lights blending with the soft chatter of customers.",1,"[{""start"":53,""end"":127,""text"":""the hum of fluorescent lights blending with the soft chatter of customers."",""labels"":[""EP""]}]","2026-03-03T20:36:08.648161Z"
"14bdbf8dd374813c_2",280,"1","2026-03-03T20:36:25.112131Z",280,16.276,"14bdbf8dd374813c","EP","The aisles were neatly organized, with shelves stocked with groceries, household items, and snacks.",2,"[{""start"":34,""end"":99,""text"":""with shelves stocked with groceries, household items, and snacks."",""labels"":[""EP""]}]","2026-03-03T20:36:25.112147Z"
"14bdbf8dd374813c_3",281,"1","2026-03-03T20:36:34.895780Z",281,9.59,"14bdbf8dd374813c","EP","I moved slowly, pushing a cart with a basket of apples and a bag of rice.",3,"[{""start"":16,""end"":73,""text"":""pushing a cart with a basket of apples and a bag of rice."",""labels"":[""EP""]}]","2026-03-03T20:36:34.895792Z"
"14bdbf8dd374813c_4",282,"1","2026-03-03T20:38:22.220689Z",282,107.121,"14bdbf8dd374813c","EP","The scent of fresh bread wafted from the bakery section, and I paused to check the expiration dates on the milk cartons.",4,"[{""start"":57,""end"":120,""text"":""and I paused to check the expiration dates on the milk cartons."",""labels"":[""EP""]},{""start"":70,""end"":119,""text"":""to check the expiration dates on the milk cartons"",""labels"":[""EP""]}]","2026-03-03T20:38:22.220708Z"
"14bdbf8dd374813c_5",283,"1","2026-03-03T20:38:30.447232Z",283,8.026,"14bdbf8dd374813c","EP","A young couple was selecting vegetables, while an elderly man browsed the cereal aisle.",5,"[{""start"":41,""end"":86,""text"":""while an elderly man browsed the cereal aisle"",""labels"":[""EP""]}]","2026-03-03T20:38:30.447247Z"
"14bdbf8dd374813c_6",284,"1","2026-03-03T20:38:47.873784Z",284,17.209,"14bdbf8dd374813c","EP","I grabbed a pack of peanut butter and a loaf of whole grain bread, then headed to the checkout, where a cashier efficiently scanned my items.",6,"[{""start"":67,""end"":94,""text"":""then headed to the checkout"",""labels"":[""EP""]},{""start"":96,""end"":141,""text"":""where a cashier efficiently scanned my items."",""labels"":[""EP""]}]","2026-03-03T20:38:47.873800Z"
"14bdbf8dd374813c_7",285,"1","2026-03-03T20:39:06.488581Z",285,18.41,"14bdbf8dd374813c","NONEP","The line was short, and I paid with a card, receiving a small receipt.",7,"[{""start"":20,""end"":42,""text"":""and I paid with a card"",""labels"":[""EP""]},{""start"":44,""end"":70,""text"":""receiving a small receipt."",""labels"":[""EP""]}]","2026-03-03T20:39:06.488594Z"
"14bdbf8dd374813c_8",286,"1","2026-03-03T20:39:31.298548Z",286,24.637,"14bdbf8dd374813c","EP","As I left, I waved to a familiar face in the store, smiling at the routine of everyday shopping.",8,"[{""start"":0,""end"":9,""text"":""As I left"",""labels"":[""EP""]},{""start"":52,""end"":95,""text"":""smiling at the routine of everyday shopping"",""labels"":[""EP""]}]","2026-03-03T20:39:31.298563Z"
"74e502424e3640ef_1",287,"1","2026-03-03T20:39:39.920577Z",287,8.419,"74e502424e3640ef","NONEP","I was in a quiet section of the supermarket, browsing the canned goods aisle.",1,"[{""start"":45,""end"":77,""text"":""browsing the canned goods aisle."",""labels"":[""EP""]}]","2026-03-03T20:39:39.920593Z"
"74e502424e3640ef_2",288,"1","2026-03-03T20:40:08.286854Z",288,28.19,"74e502424e3640ef","EP","The fluorescent lights hummed softly, and the faint sound of a cart rolling in the distance added to the background noise.",2,"[{""start"":38,""end"":122,""text"":""and the faint sound of a cart rolling in the distance added to the background noise."",""labels"":[""EP""]},{""start"":68,""end"":91,""text"":""rolling in the distance"",""labels"":[""EP""]},{""start"":92,""end"":121,""text"":""added to the background noise"",""labels"":[""EP""]}]","2026-03-03T20:40:08.286873Z"
"74e502424e3640ef_3",289,"1","2026-03-03T20:40:24.670821Z",289,16.191,"74e502424e3640ef","EP","I picked up a can of beans, checking the expiration date, then set it back.",3,"[{""start"":28,""end"":56,""text"":""checking the expiration date"",""labels"":[""EP""]},{""start"":58,""end"":75,""text"":""then set it back."",""labels"":[""EP""]}]","2026-03-03T20:40:24.670843Z"
"74e502424e3640ef_4",290,"1","2026-03-03T20:40:54.643595Z",290,29.783,"74e502424e3640ef","EP","A woman in a blue sweater was scanning items at the next cart, while a teenager nearby was trying to decide between two brands of cereal.",4,"[{""start"":63,""end"":137,""text"":""while a teenager nearby was trying to decide between two brands of cereal."",""labels"":[""EP""]}]","2026-03-03T20:40:54.643615Z"
"74e502424e3640ef_5",291,"1","2026-03-03T20:41:07.465888Z",291,12.614,"74e502424e3640ef","EP","The air smelled slightly of cleaning products and fresh produce.",5,"","2026-03-03T20:41:07.465903Z"
"74e502424e3640ef_6",292,"1","2026-03-03T20:41:26.299649Z",292,18.643,"74e502424e3640ef","EP","I grabbed a loaf of bread from the shelf, then moved toward the dairy section, where the cool temperature made the milk bottles glisten.",6,"[{""start"":42,""end"":77,""text"":""then moved toward the dairy section"",""labels"":[""EP""]},{""start"":79,""end"":136,""text"":""where the cool temperature made the milk bottles glisten."",""labels"":[""EP""]}]","2026-03-03T20:41:26.299666Z"
"74e502424e3640ef_7",293,"1","2026-03-03T20:41:38.230426Z",293,11.758,"74e502424e3640ef","EP","I paused to read the label on a yogurt before placing it in my cart.",7,"","2026-03-03T20:41:38.230440Z"
"74e502424e3640ef_8",294,"1","2026-03-03T20:41:48.304129Z",294,9.902,"74e502424e3640ef","NONEP","The scene was ordinary, yet filled with the subtle rhythm of everyday life.",8,"[{""start"":24,""end"":74,""text"":""yet filled with the subtle rhythm of everyday life"",""labels"":[""EP""]}]","2026-03-03T20:41:48.304147Z"
"298f4b165998bdff_1",295,"1","2026-03-03T20:43:10.384611Z",295,81.903,"298f4b165998bdff","EP","I was walking through the aisles of a well-lit supermarket, the hum of fluorescent lights and the occasional clatter of shopping carts in the background.",1,"[{""start"":60,""end"":89,""text"":""the hum of fluorescent lights"",""labels"":[""EP""]},{""start"":90,""end"":153,""text"":""and the occasional clatter of shopping carts in the background."",""labels"":[""EP""]}]","2026-03-03T20:43:10.384622Z"
"298f4b165998bdff_2",296,"1","2026-03-03T20:43:18.351457Z",296,7.792,"298f4b165998bdff","EP","I was looking for organic oats and picked up a box, comparing it with another on the shelf.",2,"[{""start"":52,""end"":91,""text"":""comparing it with another on the shelf."",""labels"":[""EP""]}]","2026-03-03T20:43:18.351480Z"
"298f4b165998bdff_3",297,"1","2026-03-03T20:43:37.582327Z",297,19.062,"298f4b165998bdff","EP","A young mother with a toddler passed by, laughing as her child grabbed a toy from the cereal display.",3,"[{""start"":41,""end"":101,""text"":""laughing as her child grabbed a toy from the cereal display."",""labels"":[""EP""]},{""start"":50,""end"":101,""text"":""as her child grabbed a toy from the cereal display."",""labels"":[""EP""]}]","2026-03-03T20:43:37.582345Z"
"298f4b165998bdff_4",298,"1","2026-03-03T20:43:48.127510Z",298,10.36,"298f4b165998bdff","EP","I grabbed a cart and headed to the dairy section, where the smell of fresh milk and cheese filled the air.",4,"[{""start"":50,""end"":106,""text"":""where the smell of fresh milk and cheese filled the air."",""labels"":[""EP""]}]","2026-03-03T20:43:48.127529Z"
"298f4b165998bdff_5",299,"1","2026-03-03T20:44:24.368867Z",299,36.049,"298f4b165998bdff","EP","I selected a block of cheddar and a carton of almond milk, then moved to the produce section, where bright colors of apples and bananas caught my eye.",5,"[{""start"":59,""end"":92,""text"":""then moved to the produce section"",""labels"":[""EP""]},{""start"":94,""end"":150,""text"":""where bright colors of apples and bananas caught my eye."",""labels"":[""EP""]}]","2026-03-03T20:44:24.368884Z"
"298f4b165998bdff_6",300,"1","2026-03-03T20:44:37.106862Z",300,12.497,"298f4b165998bdff","EP","I grabbed a few items and placed them in the cart, making sure to check the expiration dates.",6,"[{""start"":51,""end"":92,""text"":""making sure to check the expiration dates"",""labels"":[""EP""]},{""start"":63,""end"":93,""text"":""to check the expiration dates."",""labels"":[""EP""]}]","2026-03-03T20:44:37.106882Z"
"298f4b165998bdff_7",301,"1","2026-03-03T20:44:57.463932Z",301,20.14,"298f4b165998bdff","EP","As I approached the checkout, I noticed a coupon for 10% off, so I grabbed a small bag of chips to use it on.",7,"[{""start"":0,""end"":28,""text"":""As I approached the checkout"",""labels"":[""EP""]},{""start"":62,""end"":109,""text"":""so I grabbed a small bag of chips to use it on."",""labels"":[""EP""]},{""start"":96,""end"":109,""text"":""to use it on."",""labels"":[""EP""]}]","2026-03-03T20:44:57.463946Z"
"298f4b165998bdff_8",302,"1","2026-03-04T20:05:35.156929Z",302,12.873,"298f4b165998bdff","EP","I paid and left, the cart rolling behind me as I stepped out into the parking lot.",8,"[{""start"":17,""end"":43,""text"":""the cart rolling behind me"",""labels"":[""EP""]},{""start"":44,""end"":82,""text"":""as I stepped out into the parking lot."",""labels"":[""EP""]}]","2026-03-04T20:05:35.156946Z"
"e3b29d009d743d78_1",303,"1","2026-03-04T20:05:58.557776Z",303,23.215,"e3b29d009d743d78","EP","I was walking through the aisles of a busy supermarket, the hum of conversation and the clinking of shopping carts filling the air.",1,"[{""start"":56,""end"":130,""text"":""the hum of conversation and the clinking of shopping carts filling the air"",""labels"":[""EP""]}]","2026-03-04T20:05:58.557797Z"
"e3b29d009d743d78_2",304,"1","2026-03-04T20:06:13.817005Z",304,15.068,"e3b29d009d743d78","EP","I was looking for fresh vegetables, so I headed to the produce section.",2,"[{""start"":36,""end"":71,""text"":""so I headed to the produce section."",""labels"":[""EP""]}]","2026-03-04T20:06:13.817020Z"
"e3b29d009d743d78_3",305,"1","2026-03-04T20:06:24.192683Z",305,10.224,"e3b29d009d743d78","EP","The bright lights made the fruits and vegetables look fresh and appealing.",3,"","2026-03-04T20:06:24.192697Z"
"e3b29d009d743d78_4",306,"1","2026-03-04T20:06:58.890803Z",306,34.527,"e3b29d009d743d78","EP","I picked up a bunch of carrots and a small head of lettuce, checking the dates to make sure they were still good.",4,"[{""start"":60,""end"":113,""text"":""checking the dates to make sure they were still good."",""labels"":[""EP""]},{""start"":80,""end"":113,""text"":""o make sure they were still good."",""labels"":[""EP""]},{""start"":92,""end"":113,""text"":""they were still good."",""labels"":[""EP""]}]","2026-03-04T20:06:58.890826Z"
"e3b29d009d743d78_5",307,"1","2026-03-04T20:07:15.026337Z",307,15.958,"e3b29d009d743d78","EP","I passed by the dairy section where a woman was selecting cheese, and the smell of milk and cream filled the air.",5,"[{""start"":30,""end"":64,""text"":""where a woman was selecting cheese"",""labels"":[""EP""]},{""start"":66,""end"":113,""text"":""and the smell of milk and cream filled the air."",""labels"":[""EP""]}]","2026-03-04T20:07:15.026354Z"
"e3b29d009d743d78_6",308,"1","2026-03-04T20:09:49.317271Z",308,154.068,"e3b29d009d743d78","EP","I grabbed a carton of milk and a loaf of bread before heading to the checkout.",6,"[{""start"":47,""end"":78,""text"":""before heading to the checkout."",""labels"":[""EP""]}]","2026-03-04T20:09:49.317284Z"
"e3b29d009d743d78_7",309,"1","2026-03-04T20:12:13.216086Z",309,143.719,"e3b29d009d743d78","NONEP","I was careful to keep my items in the cart, not dropping any.",7,"[{""start"":14,""end"":42,""text"":""to keep my items in the cart"",""labels"":[""EP""]},{""start"":44,""end"":61,""text"":""not dropping any."",""labels"":[""EP""]}]","2026-03-04T20:12:13.216100Z"
"e3b29d009d743d78_8",310,"1","2026-03-04T20:12:22.904699Z",310,9.227,"e3b29d009d743d78","NONEP","The line was short, and I paid with my debit card.",8,"[{""start"":20,""end"":50,""text"":""and I paid with my debit card."",""labels"":[""EP""]}]","2026-03-04T20:12:22.904709Z"
"e3b29d009d743d78_9",311,"1","2026-03-04T20:12:47.163431Z",311,24.08,"e3b29d009d743d78","EP","As I left, I waved to the cashier and stepped outside into the cool afternoon air, ready for the rest of my day.",9,"[{""start"":0,""end"":9,""text"":""As I left"",""labels"":[""EP""]}]","2026-03-04T20:12:47.163466Z"
"d6d0f0bbeeef090a_1",312,"1","2026-03-04T20:12:59.162707Z",312,11.822,"d6d0f0bbeeef090a","NONEP","I was in a busy supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":52,""end"":126,""text"":""the hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]","2026-03-04T20:12:59.162731Z"
"d6d0f0bbeeef090a_2",313,"1","2026-03-04T20:17:30.224283Z",313,270.872,"d6d0f0bbeeef090a","EP","I was browsing the produce section, holding a basket of apples and a bag of grapes.",2,"[{""start"":36,""end"":83,""text"":""holding a basket of apples and a bag of grapes."",""labels"":[""EP""]}]","2026-03-04T20:17:30.224302Z"
"d6d0f0bbeeef090a_3",314,"1","2026-03-04T20:17:41.108846Z",314,10.704,"d6d0f0bbeeef090a","EP","The fluorescent lights buzzed softly, and the smell of fresh bread wafted from the bakery aisle.",3,"[{""start"":38,""end"":96,""text"":""and the smell of fresh bread wafted from the bakery aisle."",""labels"":[""EP""]}]","2026-03-04T20:17:41.108862Z"
"d6d0f0bbeeef090a_4",315,"1","2026-03-04T20:17:53.375024Z",315,12.11,"d6d0f0bbeeef090a","EP","I passed a display of colorful cereals and stopped to check the expiration dates on a package of yogurt.",4,"","2026-03-04T20:17:53.375046Z"
"d6d0f0bbeeef090a_5",316,"1","2026-03-04T20:18:01.249308Z",316,7.698,"d6d0f0bbeeef090a","EP","A mother with a toddler was pushing a cart nearby, while a teenager checked his phone by the frozen foods.",5,"[{""start"":51,""end"":106,""text"":""while a teenager checked his phone by the frozen foods."",""labels"":[""EP""]}]","2026-03-04T20:18:01.249327Z"
"d6d0f0bbeeef090a_6",317,"1","2026-03-04T20:18:11.278618Z",317,9.862,"d6d0f0bbeeef090a","EP","I grabbed a loaf of whole grain bread and headed to the checkout, where a cashier was scanning items with a handheld device.",6,"[{""start"":66,""end"":124,""text"":""where a cashier was scanning items with a handheld device."",""labels"":[""EP""]}]","2026-03-04T20:18:11.278634Z"
"d6d0f0bbeeef090a_7",318,"1","2026-03-04T20:18:34.860861Z",318,23.431,"d6d0f0bbeeef090a","EP","I paid and took my bag, then walked outside to the parking lot, where the sun was beginning to set.",7,"[{""start"":24,""end"":63,""text"":""then walked outside to the parking lot,"",""labels"":[""EP""]},{""start"":64,""end"":99,""text"":""where the sun was beginning to set."",""labels"":[""EP""]}]","2026-03-04T20:18:34.860871Z"
"55ecd445df6d85fe_1",319,"1","2026-03-04T20:18:42.172510Z",319,7.154,"55ecd445df6d85fe","EP","I was walking through the supermarket, pushing a shopping cart slowly down the aisle.",1,"[{""start"":39,""end"":85,""text"":""pushing a shopping cart slowly down the aisle."",""labels"":[""EP""]}]","2026-03-04T20:18:42.172528Z"
"55ecd445df6d85fe_2",320,"1","2026-03-04T20:18:51.933106Z",320,9.586,"55ecd445df6d85fe","EP","The fluorescent lights hummed softly, and the smell of fresh produce and baked goods filled the air.",2,"[{""start"":38,""end"":100,""text"":""and the smell of fresh produce and baked goods filled the air."",""labels"":[""EP""]}]","2026-03-04T20:18:51.933123Z"
"55ecd445df6d85fe_3",321,"1","2026-03-04T20:18:59.221915Z",321,7.132,"55ecd445df6d85fe","EP","I stopped at the dairy section, grabbing a carton of milk and a block of cheese.",3,"[{""start"":32,""end"":80,""text"":""grabbing a carton of milk and a block of cheese."",""labels"":[""EP""]}]","2026-03-04T20:18:59.221940Z"
"55ecd445df6d85fe_4",322,"1","2026-03-04T20:19:10.078528Z",322,10.667,"55ecd445df6d85fe","EP","Nearby, a mother was helping her child pick out apples, while an elderly man browsed the snack aisle.",4,"[{""start"":56,""end"":101,""text"":""while an elderly man browsed the snack aisle."",""labels"":[""EP""]}]","2026-03-04T20:19:10.078548Z"
"55ecd445df6d85fe_5",323,"1","2026-03-04T20:19:16.822555Z",323,6.58,"55ecd445df6d85fe","EP","I moved to the cereal display, scanning the shelves for something healthy.",5,"[{""start"":31,""end"":74,""text"":""scanning the shelves for something healthy."",""labels"":[""EP""]}]","2026-03-04T20:19:16.822580Z"
"55ecd445df6d85fe_6",324,"1","2026-03-04T20:20:33.068385Z",324,76.056,"55ecd445df6d85fe","EP","A couple was arguing over which brand to buy, and a store employee was restocking shelves with canned goods.",6,"[{""start"":26,""end"":44,""text"":""which brand to buy"",""labels"":[""EP""]},{""start"":46,""end"":108,""text"":""and a store employee was restocking shelves with canned goods."",""labels"":[""EP""]}]","2026-03-04T20:20:33.068397Z"
"55ecd445df6d85fe_7",325,"1","2026-03-04T20:23:04.633155Z",325,82.26,"55ecd445df6d85fe","EP","I grabbed a bag of oats and a loaf of bread, then headed to the checkout, where a line had formed.",7,"[{""start"":45,""end"":72,""text"":""then headed to the checkout"",""labels"":[""EP""]},{""start"":74,""end"":97,""text"":""where a line had formed"",""labels"":[""EP""]}]","2026-03-04T20:23:04.633180Z"
"55ecd445df6d85fe_8",326,"1","2026-03-04T20:24:42.669506Z",326,25.703,"55ecd445df6d85fe","EP","I waited patiently, watching the cashier scan items and the customers behind me.",8,"[{""start"":20,""end"":79,""text"":""watching the cashier scan items and the customers behind me"",""labels"":[""EP""]}]","2026-03-04T20:24:42.669522Z"
"55ecd445df6d85fe_9",327,"1","2026-03-04T20:25:00.358188Z",327,17.509,"55ecd445df6d85fe","NONEP","The scene was familiar, yet always slightly different each time.",9,"","2026-03-04T20:25:00.358201Z"
"1df8afb375db6660_1",328,"1","2026-03-04T20:25:09.791642Z",328,9.263,"1df8afb375db6660","EP","I was walking through the aisles of a busy supermarket, the hum of conversation and the clatter of shopping carts creating a steady background noise.",1,"[{""start"":56,""end"":149,""text"":""the hum of conversation and the clatter of shopping carts creating a steady background noise."",""labels"":[""EP""]}]","2026-03-04T20:25:09.791663Z"
"1df8afb375db6660_2",329,"1","2026-03-04T20:25:37.527468Z",329,27.554,"1df8afb375db6660","EP","I was looking for cereal, so I made my way to the breakfast section, where the scent of fresh bread and pastries lingered in the air.",2,"[{""start"":26,""end"":67,""text"":""so I made my way to the breakfast section"",""labels"":[""EP""]},{""start"":69,""end"":133,""text"":""where the scent of fresh bread and pastries lingered in the air."",""labels"":[""EP""]}]","2026-03-04T20:25:37.527484Z"
"1df8afb375db6660_3",330,"1","2026-03-04T20:25:50.840331Z",330,13.133,"1df8afb375db6660","EP","I grabbed a box of oatmeal and placed it in my cart, then moved to the dairy section, where I picked up a carton of milk.",3,"[{""start"":53,""end"":84,""text"":""then moved to the dairy section"",""labels"":[""EP""]},{""start"":86,""end"":121,""text"":""where I picked up a carton of milk."",""labels"":[""EP""]}]","2026-03-04T20:25:50.840342Z"
"1df8afb375db6660_4",331,"1","2026-03-04T20:27:36.174004Z",331,105.181,"1df8afb375db6660","EP","I paused at the produce aisle, eyeing a display of ripe apples, before heading to the checkout.",4,"[{""start"":31,""end"":62,""text"":""eyeing a display of ripe apples"",""labels"":[""EP""]},{""start"":64,""end"":95,""text"":""before heading to the checkout."",""labels"":[""EP""]}]","2026-03-04T20:27:36.174014Z"
"1df8afb375db6660_5",332,"1","2026-03-04T20:27:48.804701Z",332,12.476,"1df8afb375db6660","EP","A couple behind me was scanning items, and a teenager was helping an elderly person find a product.",5,"[{""start"":39,""end"":99,""text"":""and a teenager was helping an elderly person find a product."",""labels"":[""EP""]},{""start"":84,""end"":99,""text"":""find a product."",""labels"":[""EP""]}]","2026-03-04T20:27:48.804720Z"
"1df8afb375db6660_6",333,"1","2026-03-04T20:28:02.446040Z",333,13.485,"1df8afb375db6660","EP","The fluorescent lights buzzed softly, and the floor was slightly damp from the cleaning crew.",6,"[{""start"":38,""end"":93,""text"":""and the floor was slightly damp from the cleaning crew."",""labels"":[""EP""]}]","2026-03-04T20:28:02.446050Z"
"1df8afb375db6660_7",334,"1","2026-03-04T20:28:27.258366Z",334,24.647,"1df8afb375db6660","EP","I reached the register, paid, and took my bag, ready to head home.",7,"[{""start"":47,""end"":66,""text"":""ready to head home."",""labels"":[""EP""]}]","2026-03-04T20:28:27.258382Z"
"a4f1f1b06844e2c4_1",335,"1","2026-03-04T20:28:41.352051Z",335,13.93,"a4f1f1b06844e2c4","EP","I was walking through the aisles of a bright, well-lit supermarket, the hum of conversation and the clatter of carts filling the air.",1,"[{""start"":68,""end"":133,""text"":""the hum of conversation and the clatter of carts filling the air."",""labels"":[""EP""]}]","2026-03-04T20:28:41.352069Z"
"a4f1f1b06844e2c4_2",336,"1","2026-03-04T20:29:57.478814Z",336,75.935,"a4f1f1b06844e2c4","EP","I was looking for cereal, so I made my way to the breakfast section, where the shelves were neatly organized with boxes stacked high.",2,"[{""start"":26,""end"":67,""text"":""so I made my way to the breakfast section"",""labels"":[""EP""]},{""start"":69,""end"":133,""text"":""where the shelves were neatly organized with boxes stacked high."",""labels"":[""EP""]},{""start"":109,""end"":133,""text"":""with boxes stacked high."",""labels"":[""EP""]}]","2026-03-04T20:29:57.478830Z"
"a4f1f1b06844e2c4_3",337,"1","2026-03-04T20:30:20.539863Z",337,22.893,"a4f1f1b06844e2c4","EP","I grabbed a few options, comparing prices and ingredients, then moved to the dairy section, where the smell of fresh milk and cheese lingered.",3,"[{""start"":25,""end"":57,""text"":""comparing prices and ingredients"",""labels"":[""EP""]},{""start"":59,""end"":90,""text"":""then moved to the dairy section"",""labels"":[""EP""]},{""start"":92,""end"":142,""text"":""where the smell of fresh milk and cheese lingered."",""labels"":[""EP""]}]","2026-03-04T20:30:20.539888Z"
"a4f1f1b06844e2c4_4",338,"1","2026-03-04T20:30:55.882625Z",338,9.668,"a4f1f1b06844e2c4","EP","I picked up a carton of milk and a block of cheddar, placing them in my basket.",4,"[{""start"":53,""end"":79,""text"":""placing them in my basket."",""labels"":[""EP""]}]","2026-03-04T20:30:55.882641Z"
"a4f1f1b06844e2c4_5",339,"1","2026-03-04T20:31:10.673695Z",339,14.608,"a4f1f1b06844e2c4","EP","As I passed the produce aisle, I noticed a display of ripe bananas and crisp apples, and I grabbed a few for a quick snack.",5,"[{""start"":0,""end"":29,""text"":""As I passed the produce aisle"",""labels"":[""EP""]},{""start"":85,""end"":123,""text"":""and I grabbed a few for a quick snack."",""labels"":[""EP""]}]","2026-03-04T20:31:10.673709Z"
"a4f1f1b06844e2c4_6",340,"1","2026-03-04T20:31:23.421426Z",340,12.575,"a4f1f1b06844e2c4","EP","I double-checked my list, then headed to the checkout, where a cashier scanned my items with a friendly smile.",6,"[{""start"":26,""end"":53,""text"":""then headed to the checkout"",""labels"":[""EP""]},{""start"":55,""end"":110,""text"":""where a cashier scanned my items with a friendly smile."",""labels"":[""EP""]}]","2026-03-04T20:31:23.421443Z"
"a4f1f1b06844e2c4_7",341,"1","2026-03-04T20:31:36.520881Z",341,12.928,"a4f1f1b06844e2c4","EP","I paid and left, the bag of groceries in hand, ready for the evening.",7,"","2026-03-04T20:31:36.520892Z"
"00810b15446476f2_1",342,"1","2026-03-04T20:31:44.184548Z",342,7.501,"00810b15446476f2","NONEP","I was in a busy supermarket on a weekday afternoon, the hum of conversation and the clatter of shopping carts filling the air.",1,"[{""start"":53,""end"":126,""text"":""he hum of conversation and the clatter of shopping carts filling the air."",""labels"":[""EP""]}]","2026-03-04T20:31:44.184565Z"
"00810b15446476f2_2",343,"1","2026-03-04T20:31:55.556674Z",343,11.177,"00810b15446476f2","EP","I moved through the aisles, pushing my cart slowly, scanning the shelves for the items on my list.",2,"[{""start"":28,""end"":50,""text"":""pushing my cart slowly"",""labels"":[""EP""]},{""start"":52,""end"":98,""text"":""scanning the shelves for the items on my list."",""labels"":[""EP""]}]","2026-03-04T20:31:55.556691Z"
"00810b15446476f2_3",344,"1","2026-03-04T20:32:08.215021Z",344,12.495,"00810b15446476f2","EP","The scent of fresh produce and baked goods lingered in the air, mingling with the faint smell of cleaning products.",3,"[{""start"":64,""end"":115,""text"":""mingling with the faint smell of cleaning products."",""labels"":[""EP""]}]","2026-03-04T20:32:08.215045Z"
"00810b15446476f2_4",345,"1","2026-03-04T20:32:48.489476Z",345,40.093,"00810b15446476f2","EP","I paused at the dairy section, grabbing a carton of milk and a block of cheese.",4,"[{""start"":31,""end"":78,""text"":""grabbing a carton of milk and a block of cheese"",""labels"":[""EP""]}]","2026-03-04T20:32:48.489495Z"
"00810b15446476f2_5",346,"1","2026-03-04T20:34:38.450581Z",346,109.764,"00810b15446476f2","EP","Nearby, a mother was helping her child pick out cereal, while an elderly man browsed the snack aisle.",5,"[{""start"":56,""end"":100,""text"":""while an elderly man browsed the snack aisle"",""labels"":[""EP""]}]","2026-03-04T20:34:38.450596Z"
"00810b15446476f2_6",347,"1","2026-03-04T20:34:45.396097Z",347,6.766,"00810b15446476f2","EP","I reached the checkout, where a cashier was scanning items with a handheld device.",6,"[{""start"":24,""end"":81,""text"":""where a cashier was scanning items with a handheld device"",""labels"":[""EP""]}]","2026-03-04T20:34:45.396120Z"
"00810b15446476f2_7",348,"1","2026-03-04T20:34:57.440644Z",348,11.864,"00810b15446476f2","EP","I handed over my items, waiting patiently as the total was calculated.",7,"[{""start"":24,""end"":70,""text"":""waiting patiently as the total was calculated."",""labels"":[""EP""]},{""start"":42,""end"":70,""text"":""as the total was calculated."",""labels"":[""EP""]}]","2026-03-04T20:34:57.440661Z"
"00810b15446476f2_8",349,"1","2026-03-04T20:35:30.053406Z",349,32.438,"00810b15446476f2","EP","I paid with my card, then grabbed my bag and headed out, the weight of groceries in my arms, ready to return home.",8,"[{""start"":93,""end"":114,""text"":""ready to return home."",""labels"":[""EP""]}]","2026-03-04T20:35:30.053418Z"
"0c40571ff093f733_1",350,"1","2026-03-04T20:35:43.809634Z",350,13.589,"0c40571ff093f733","EP","I was walking down the aisle of a busy supermarket, the fluorescent lights buzzing softly overhead.",1,"[{""start"":52,""end"":99,""text"":""the fluorescent lights buzzing softly overhead."",""labels"":[""EP""]}]","2026-03-04T20:35:43.809654Z"
"0c40571ff093f733_2",351,"1","2026-03-04T20:35:53.058764Z",351,9.078,"0c40571ff093f733","EP","The smell of fresh produce and baked goods filled the air, mingling with the faint scent of cleaning products.",2,"[{""start"":59,""end"":110,""text"":""mingling with the faint scent of cleaning products."",""labels"":[""EP""]}]","2026-03-04T20:35:53.058784Z"
"0c40571ff093f733_3",352,"1","2026-03-04T20:36:01.584477Z",352,8.35,"0c40571ff093f733","EP","I grabbed a cart and moved slowly, scanning the shelves for the items on my list.",3,"[{""start"":35,""end"":81,""text"":""scanning the shelves for the items on my list."",""labels"":[""EP""]}]","2026-03-04T20:36:01.584498Z"
