ID,orig_ID,sentence_id,sentence
3d00550c57698a27_3,3d00550c57698a27,3,"I passed a display of candy bars and shiny, colorful snacks that called to children, but I kept my focus on my list."
3d00550c57698a27_4,3d00550c57698a27,4,"I grabbed a can of beans and a bottle of olive oil, then moved on to the dairy section, where the cheese counter had a tempting display of aged cheddar."
3d00550c57698a27_5,3d00550c57698a27,5,"I added a wedge to my cart, thinking it might be useful for a recipe I'd seen online."
3d00550c57698a27_6,3d00550c57698a27,6,"As I walked past the deli, I noticed a man in a suit arguing with a clerk, and I smiled, thinking about the chaos of everyday life."
e26977b5577d8720_1,e26977b5577d8720,1,"I walked through the aisles of the supermarket, past rows of neatly arranged products, my cart rolling behind me."
e26977b5577d8720_2,e26977b5577d8720,2,The hum of fluorescent lights and the occasional call of a store employee echoed around me.
e26977b5577d8720_3,e26977b5577d8720,3,"I passed the bakery section, where the sweet aroma of pastries lured me, but I kept walking, focused on my list."
e26977b5577d8720_4,e26977b5577d8720,4,"I grabbed a loaf of bread from the refrigerated section, then added a few apples and a bag of oranges to my cart."
e26977b5577d8720_5,e26977b5577d8720,5,"I passed the cleaning supplies, but didn’t stop, as I had no need for them."
e26977b5577d8720_6,e26977b5577d8720,6,I made a mental note to check the sale items later.
e26977b5577d8720_7,e26977b5577d8720,7,"The store was quiet, save for the occasional clatter of a shopping cart being moved."
e26977b5577d8720_8,e26977b5577d8720,8,"I reached the checkout, where a young cashier greeted me with a friendly smile."
e26977b5577d8720_9,e26977b5577d8720,9,"I handed over my items, and after paying, I stepped out into the late afternoon sun, feeling a bit lighter."
f32430d236375024_1,f32430d236375024,1,"I’m wandering through the aisles of a well-lit, bustling supermarket, my cart rolling behind me as I grab a loaf of bread from the bakery section."
f32430d236375024_2,f32430d236375024,2,"The air is filled with the hum of conversation, the occasional clatter of carts, and the muffled music playing over the speakers."
f32430d236375024_3,f32430d236375024,3,"I pass a display of seasonal fruits, their colors vibrant and tempting, but I stick to my list."
f32430d236375024_4,f32430d236375024,4,"I grab a bag of oranges and a pack of bananas, adding them to my cart with a nod of satisfaction."
f32430d236375024_5,f32430d236375024,5,"I spot a coupon rack and check the dates on a few items, making sure they’re still good."
f32430d236375024_6,f32430d236375024,6,"I pass a section where a young family is helping a toddler identify fruits, and I smile at the simple joy of it."
f32430d236375024_7,f32430d236375024,7,"I reach the checkout, my cart full of essentials, and head to the register, ready to pay and head home."
b39b934807bc1274_1,b39b934807bc1274,1,"I was wandering through the aisles of a well-lit supermarket in the late afternoon, the hum of refrigerators and the chatter of other shoppers filling the air."
b39b934807bc1274_2,b39b934807bc1274,2,"I was on a routine grocery run, my cart wheels rolling quietly over the smooth floor."
b39b934807bc1274_3,b39b934807bc1274,3,"I passed the produce section, where bright colors of apples and oranges caught my eye, and then moved on to the dairy aisle, where I grabbed a carton of milk."
b39b934807bc1274_4,b39b934807bc1274,4,I grabbed a loaf of bread from the bakery section and added it to my cart.
b39b934807bc1274_5,b39b934807bc1274,5,"I noticed a coupon for 20% off on canned goods and grabbed a few items, trying to remember if I had those at home."
b39b934807bc1274_6,b39b934807bc1274,6,"I passed the deli counter, where a worker was arranging pre-made salads, and I thought about buying some for the week."
b39b934807bc1274_7,b39b934807bc1274,7,"I was trying to stay focused on my list, but the temptation of the candy aisle was strong."
7884c04c5c8d389d_1,7884c04c5c8d389d,1,"I was wandering through the aisles of a well-lit supermarket, the hum of fluorescent lights and distant chatter filling the air."
7884c04c5c8d389d_2,7884c04c5c8d389d,2,"I passed rows of fresh produce, where a produce clerk was arranging apples in a display, and a family was picking over bananas."
7884c04c5c8d389d_3,7884c04c5c8d389d,3,"I grabbed a cart and headed to the dairy section, where a young couple was debating the best way to store cheese."
7884c04c5c8d389d_4,7884c04c5c8d389d,4,"I added a loaf of bread to my cart, then moved on to the snack aisle, where a man in a tracksuit was comparing the nutritional labels of different cereal boxes."
7884c04c5c8d389d_5,7884c04c5c8d389d,5,"I grabbed a box of granola and a bag of trail mix, then headed to the checkout, where a cashier with a name tag named “Lena” was scanning items."
7884c04c5c8d389d_6,7884c04c5c8d389d,6,"I paid and grabbed my items, then headed for the exit, already thinking about the meal I’d make with the bread and cheese."
d26b1253e6788648_1,d26b1253e6788648,1,"I'm wandering through the aisles of a well-lit supermarket, the hum of fluorescent lights and chatter of other shoppers around me."
d26b1253e6788648_2,d26b1253e6788648,2,"I'm in the produce section, eyeing the bright, glossy apples and the crisp, green lettuce."
d26b1253e6788648_3,d26b1253e6788648,3,"I grab a carton of milk and a loaf of bread, adding them to my basket."
d26b1253e6788648_4,d26b1253e6788648,4,"I pass by the bakery section, where a woman in a yellow apron is arranging pastries."
d26b1253e6788648_5,d26b1253e6788648,5,I grab a bag of oranges and add it to my list.
d26b1253e6788648_6,d26b1253e6788648,6,"I make my way to the dairy section, where I pick up a block of cheese and a jar of jam."
d26b1253e6788648_7,d26b1253e6788648,7,"I check my list again, making sure I didn't miss anything."
d26b1253e6788648_8,d26b1253e6788648,8,"I grab a bag of grapes and a box of cereal, then head to the checkout."
d26b1253e6788648_9,d26b1253e6788648,9,I pay for my items and toss a few apples into the carton of oranges.
d26b1253e6788648_10,d26b1253e6788648,10,"I take my groceries and head for the exit, already thinking about the meal I'll make with them."
23f56ee705b48e16_1,23f56ee705b48e16,1,"I'm wandering through the aisles of a well-lit, bustling supermarket early in the morning, the hum of refrigerators and the occasional clatter of dishes in the deli section filling the air."
23f56ee705b48e16_2,23f56ee705b48e16,2,"I'm in a light blue sweater, my cart rolling behind me as I scan the shelves for groceries."
23f56ee705b48e16_3,23f56ee705b48e16,3,"I pass rows of fresh produce, the vibrant colors of apples and bananas catching my eye."
23f56ee705b48e16_4,23f56ee705b48e16,4,"I grab a few items, then stop at the dairy section, where I pick up a block of cheddar cheese."
23f56ee705b48e16_5,23f56ee705b48e16,5,"I check the expiration date, then add it to my cart."
23f56ee705b48e16_6,23f56ee705b48e16,6,"I pass by the bakery counter, where the scent of fresh bread lingers in the air, and I consider buying some, but decide against it."
23f56ee705b48e16_7,23f56ee705b48e16,7,"I continue on to the checkout, my cart full of essentials, my mind already planning the rest of my errands."
931e23aaef67cd64_1,931e23aaef67cd64,1,"I was walking down the aisle with a cart, trying to remember what I needed to buy."
931e23aaef67cd64_2,931e23aaef67cd64,2,"I passed by the dairy section, where a young couple was arguing over the price of cheese."
931e23aaef67cd64_3,931e23aaef67cd64,3,"I grabbed a carton of milk and a loaf of bread, then headed to the produce section, where a man in a green apron was checking the fruits for ripeness."
931e23aaef67cd64_4,931e23aaef67cd64,4,"I picked over a bin of apples, selecting a few that looked the sweetest."
931e23aaef67cd64_5,931e23aaef67cd64,5,"I grabbed a bag of oranges and a small container of grapes, then moved on to the snack aisle, where a teenager was eyeing the candy bars."
931e23aaef67cd64_6,931e23aaef67cd64,6,"I grabbed a bag of trail mix and a pack of crackers, then headed to the checkout."
931e23aaef67cd64_7,931e23aaef67cd64,7,"I paid for my items and grabbed my basket, feeling like I had everything I needed."
7a995eb6edbe8ec1_1,7a995eb6edbe8ec1,1,"I walked through the aisles of the supermarket, my basket light with a few items, trying to avoid the crowds."
7a995eb6edbe8ec1_2,7a995eb6edbe8ec1,2,The hum of fluorescent lights and the chatter of other shoppers filled the air.
7a995eb6edbe8ec1_3,7a995eb6edbe8ec1,3,"I passed the bakery section, where the sweet aroma of pastries lured me, but I kept walking, focused on my list."
7a995eb6edbe8ec1_4,7a995eb6edbe8ec1,4,"I grabbed a loaf of bread from the refrigerated section, then added a bag of oranges to the basket."
7a995eb6edbe8ec1_5,7a995eb6edbe8ec1,5,"I noticed a couple arguing in the dairy section, but I didn’t stop."
7a995eb6edbe8ec1_6,7a995eb6edbe8ec1,6,"I reached the end of the aisle and turned, my mind already on the next task: picking up a few groceries and heading home."
7a995eb6edbe8ec1_7,7a995eb6edbe8ec1,7,"The checkout line was short, and I was eager to get back to my quiet routine."
d5e4c7f7a7c188b6_1,d5e4c7f7a7c188b6,1,"I was walking down the aisle with a shopping cart, trying to remember what I needed."
d5e4c7f7a7c188b6_2,d5e4c7f7a7c188b6,2,"I passed by the cereal aisle and grabbed a box of oats, then moved on to the dairy section, where I picked up a carton of milk."
d5e4c7f7a7c188b6_3,d5e4c7f7a7c188b6,3,"I grabbed a few apples from the produce stand, making sure to check the dates."
d5e4c7f7a7c188b6_4,d5e4c7f7a7c188b6,4,"I stopped at the pharmacy to get some bandages and antiseptic wipes, then moved on to the cleaning supplies aisle, where I grabbed a new bottle of dish soap."
d5e4c7f7a7c188b6_5,d5e4c7f7a7c188b6,5,I passed by the bakery and grabbed a bag of cookies for later.
d5e4c7f7a7c188b6_6,d5e4c7f7a7c188b6,6,"I made sure to check the prices on the tags, trying to stay within my budget."
d5e4c7f7a7c188b6_7,d5e4c7f7a7c188b6,7,"I pushed the cart to the checkout, where I paid and grabbed my items, then walked out with my groceries in hand."
9fab689d91dd90d1_1,9fab689d91dd90d1,1,"I'm wandering through the aisles of a bustling supermarket, the hum of conversation and the clatter of carts around me."
9fab689d91dd90d1_2,9fab689d91dd90d1,2,"I’m in the snack aisle, trying to decide between dark chocolate and milk chocolate."
9fab689d91dd90d1_3,9fab689d91dd90d1,3,"I pick up a bag of dark chocolate and put it in my basket, then move on to the dairy section, where I grab a block of cheddar cheese."
9fab689d91dd90d1_4,9fab689d91dd90d1,4,"I pass by the bakery section, where a display of pastries catches my eye, but I resist, knowing I need to stick to my list."
9fab689d91dd90d1_5,9fab689d91dd90d1,5,I grab a loaf of sourdough and a bag of almonds.
9fab689d91dd90d1_6,9fab689d91dd90d1,6,"I check my basket, then head to the checkout, where I pay for my items and toss a few apples in the cart for good measure."
9fab689d91dd90d1_7,9fab689d91dd90d1,7,"I make my way to the exit, already thinking about what I’ll have for dinner."
ef1291abf204e1d2_1,ef1291abf204e1d2,1,"I walked through the aisles of the local supermarket, the hum of fluorescent lights and chatter of other shoppers around me."
ef1291abf204e1d2_2,ef1291abf204e1d2,2,"I grabbed a cart and made my way to the produce section, eyeing the bright, fresh fruits and vegetables."
ef1291abf204e1d2_3,ef1291abf204e1d2,3,"I picked up a carton of apples and a bag of grapes, adding them to my cart."
ef1291abf204e1d2_4,ef1291abf204e1d2,4,"I passed by the dairy section, where a woman in a green jacket was selecting cheese, and I grabbed a block of cheddar."
ef1291abf204e1d2_5,ef1291abf204e1d2,5,"I added it to my cart, then moved on to the baking aisle, where I picked up a bag of flour and a box of cake mix."
ef1291abf204e1d2_6,ef1291abf204e1d2,6,"I double-checked my list, which I had written on the back of a receipt, and made sure I had everything."
ef1291abf204e1d2_7,ef1291abf204e1d2,7,"I pushed my way past the registers, where a cashier in a yellow vest was ringing up a customer, and I approached my turn, ready to pay."
1acecd45702d8129_1,1acecd45702d8129,1,"I was walking down the aisle with a basket, passing by rows of canned goods and snack foods."
1acecd45702d8129_2,1acecd45702d8129,2,"The fluorescent lights buzzed faintly, and the hum of conversation and music from the store speakers filled the air."
1acecd45702d8129_3,1acecd45702d8129,3,"I passed a display of seasonal produce, the apples and oranges glistening under the lights."
1acecd45702d8129_4,1acecd45702d8129,4,"I grabbed a few items from the dairy section, then moved on to the bread aisle, where I picked up a loaf of sourdough."
1acecd45702d8129_5,1acecd45702d8129,5,"I noticed a coupon for 20% off on household items, so I grabbed a few cleaning supplies."
1acecd45702d8129_6,1acecd45702d8129,6,"I passed by a section of bath and beauty products, where a woman was reading the labels of various shampoos."
1acecd45702d8129_7,1acecd45702d8129,7,"I grabbed a bottle of shampoo and a bar of soap, then headed to the checkout."
1acecd45702d8129_8,1acecd45702d8129,8,"I paid with my card, then grabbed my items and walked out, the basket light with groceries."
3584cd4db9a662d0_1,3584cd4db9a662d0,1,"I was wandering through the aisles of a bustling supermarket, the hum of conversation and the clatter of carts creating a familiar rhythm."
3584cd4db9a662d0_2,3584cd4db9a662d0,2,"I passed by the produce section, where bright colors of fruits and vegetables caught my eye, and I grabbed a few apples for my family."
3584cd4db9a662d0_3,3584cd4db9a662d0,3,"I grabbed a carton of milk and a loaf of bread, adding them to my basket."
3584cd4db9a662d0_4,3584cd4db9a662d0,4,"I passed by the bakery section, where the smell of fresh pastries lured me, but I resisted, sticking to my list."
3584cd4db9a662d0_5,3584cd4db9a662d0,5,"I reached the checkout, where an elderly cashier greeted me with a smile."
3584cd4db9a662d0_6,3584cd4db9a662d0,6,"I paid for my items and grabbed my groceries, feeling a sense of accomplishment as I navigated the crowded aisles and made my way to the exit."
39cde044f940b2b6_1,39cde044f940b2b6,1,"I walked through the aisles of the supermarket, my cart rolling behind me as I passed rows of neatly arranged products."
39cde044f940b2b6_2,39cde044f940b2b6,2,The hum of fluorescent lights and the occasional clatter of other shoppers' carts filled the air.
39cde044f940b2b6_3,39cde044f940b2b6,3,"I grabbed a loaf of bread from the bakery section and added it to my cart, then picked up a few apples from the produce aisle."
39cde044f940b2b6_4,39cde044f940b2b6,4,"I passed by the dairy section, where a display of cheese caught my eye, but I decided to stick to my list."
39cde044f940b2b6_5,39cde044f940b2b6,5,"I grabbed a bottle of orange juice and a box of cereal, then made my way to the checkout."
39cde044f940b2b6_6,39cde044f940b2b6,6,I paid for my items and tossed a few candy bars into my cart for a treat.
39cde044f940b2b6_7,39cde044f940b2b6,7,"As I walked out, I noticed a coupon rack and thought about the deal, but I told myself I had already spent enough today."
0df573f8312d13a4_1,0df573f8312d13a4,1,"I was walking down the aisle with a basket, passing by the cereal and snack foods."
0df573f8312d13a4_2,0df573f8312d13a4,2,"I grabbed a box of granola and put it in my cart, then headed to the dairy section."
0df573f8312d13a4_3,0df573f8312d13a4,3,"I picked up a carton of milk and a block of cheddar cheese, adding them to the basket."
0df573f8312d13a4_4,0df573f8312d13a4,4,"I noticed a coupon for 20% off on cheese, so I grabbed another block just in case."
0df573f8312d13a4_5,0df573f8312d13a4,5,"I passed by the frozen foods, eyeing the pre-made lasagna, but decided to stick to my list."
0df573f8312d13a4_6,0df573f8312d13a4,6,"I grabbed a loaf of bread and a bag of apples, then made my way to the checkout."
0df573f8312d13a4_7,0df573f8312d13a4,7,"I paid with my card, and as I left, I saw a display of seasonal oranges on the way out."
0df573f8312d13a4_8,0df573f8312d13a4,8,"I grabbed one and put it in my basket, thinking I might need it for a snack later."
49580e4684401532_1,49580e4684401532,1,"I walked through the aisles of the supermarket, my cart rolling behind me as I grabbed a few items from the produce section."
49580e4684401532_2,49580e4684401532,2,"The fluorescent lights buzzed softly, casting a bright, even light over the neatly arranged products."
49580e4684401532_3,49580e4684401532,3,"I passed by the bakery section where the scent of warm bread wafted through the air, but I kept walking, focused on my list."
49580e4684401532_4,49580e4684401532,4,"I grabbed a bag of oranges, then a box of cereal, and a loaf of whole wheat bread."
49580e4684401532_5,49580e4684401532,5,I made sure to check the expiration dates and compare prices between the store brand and name brand.
49580e4684401532_6,49580e4684401532,6,"I passed by the dairy section, where a display of cheese caught my eye, but I didn’t stop."
49580e4684401532_7,49580e4684401532,7,"I kept my list in mind, determined to get everything I needed without distraction."
49580e4684401532_8,49580e4684401532,8,"The hum of the store continued around me as I pushed on, my mind already on the next task of organizing the groceries at home."
b6ec571b2be095f4_1,b6ec571b2be095f4,1,"I was wandering through the aisles of the local supermarket, my cart rolling behind me as I passed rows of neatly arranged products."
b6ec571b2be095f4_2,b6ec571b2be095f4,2,"The hum of fluorescent lights and the soft music playing over the speakers created a familiar, comforting rhythm."
b6ec571b2be095f4_3,b6ec571b2be095f4,3,"I passed the produce section, where bright, fresh fruits and vegetables were displayed in eye-catching arrangements."
b6ec571b2be095f4_4,b6ec571b2be095f4,4,"I grabbed a few apples and a bundle of bananas, adding them to my cart."
b6ec571b2be095f4_5,b6ec571b2be095f4,5,"As I moved on, I noticed a display of canned goods, and I grabbed a few items for my pantry."
b6ec571b2be095f4_6,b6ec571b2be095f4,6,"I passed the bakery section, where the aroma of freshly baked bread wafted through the air."
b6ec571b2be095f4_7,b6ec571b2be095f4,7,I added a loaf of sourdough to my list.
b6ec571b2be095f4_8,b6ec571b2be095f4,8,"The store was quiet, save for the occasional clatter of another shopper’s cart and the muffled voices of customers browsing."
b6ec571b2be095f4_9,b6ec571b2be095f4,9,"I made my way to the checkout, my basket light but full of essentials."
e2ff35d68d65e307_1,e2ff35d68d65e307,1,"I'm walking through the aisles of a well-lit supermarket, the hum of fluorescent lights and distant chatter of other shoppers filling the air."
e2ff35d68d65e307_2,e2ff35d68d65e307,2,"I’m grabbing a cart and heading to the produce section, where bright, crisp fruits and vegetables are displayed in neat, colorful displays."
e2ff35d68d65e307_3,e2ff35d68d65e307,3,"I pass by the dairy section, where the smell of cheese and yogurt lingers in the air."
e2ff35d68d65e307_4,e2ff35d68d65e307,4,I grab a loaf of bread from the bakery counter and add it to my cart.
e2ff35d68d65e307_5,e2ff35d68d65e307,5,"I stop at the pharmacy aisle to pick up a cold medicine for my sister, who’s been under the weather."
e2ff35d68d65e307_6,e2ff35d68d65e307,6,I check my list to make sure I didn’t miss anything.
e2ff35d68d65e307_7,e2ff35d68d65e307,7,I pass by a group of teenagers trying on clothes and a couple arguing over the price of a loaf of bread.
e2ff35d68d65e307_8,e2ff35d68d65e307,8,"I grab a few apples and a bag of oranges, then head to the checkout, my cart full of groceries for the week."
4aaa567b1222f073_1,4aaa567b1222f073,1,"I was wandering through the aisles of a busy supermarket, the hum of conversation and the clatter of carts around me."
4aaa567b1222f073_2,4aaa567b1222f073,2,"I was on a routine grocery run, trying to get a list of items I’d made earlier."
4aaa567b1222f073_3,4aaa567b1222f073,3,"I passed by the dairy section, then the fresh produce, where a couple was picking over apples."
4aaa567b1222f073_4,4aaa567b1222f073,4,I grabbed a few eggs from the refrigerated section and added them to my basket.
4aaa567b1222f073_5,4aaa567b1222f073,5,"I passed the bakery counter, where the smell of fresh bread was strong."
4aaa567b1222f073_6,4aaa567b1222f073,6,I grabbed a loaf of sourdough and added it to my cart.
4aaa567b1222f073_7,4aaa567b1222f073,7,"I made sure to pick up the items I needed, checking the prices on the tags."
4aaa567b1222f073_8,4aaa567b1222f073,8,I noticed a sale on canned beans and added those as well.
4aaa567b1222f073_9,4aaa567b1222f073,9,"I made my way to the checkout, careful not to let the items fall."
4aaa567b1222f073_10,4aaa567b1222f073,10,"I paid and grabbed my items, ready to take them home."
